* Measurement data measured by REW V5.31.3
* Source: Umik-1  Gain: 18dB, , L, volume: no control. Timing signal peak level -44.8 dBFS, measurement signal peak level -36.3 dBFS
* Format: 512k Log Swept Sine, 1 sweep at -12.0 dBFS using an acoustic timing reference
* Dated: Jul 28, 2026 6:43:41 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; gauche :0.773 du mur gauche 0,539 mur arriere droite: 3.219 du mur gauche 0.515 mur arriere Delay -0.2758 ms (-95 mm, -3.72 in) using estimated IR delay relative to Acoustic reference played from  R with no timing offset
* Measurement: L baseline Jul 28
* Smoothing: 1/12 octave
* Frequency Step: 96 ppo
* Start Frequency: 20.141602 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
1510.984521 72.272 118.6841
1521.933737 72.629 117.9360
1532.962297 72.981 117.0383
1544.070773 73.377 116.5239
1555.259747 73.881 116.4956
1566.529800 74.511 116.3572
1577.881521 75.194 115.1584
1589.315501 75.806 112.3298
1600.832336 76.241 108.0474
1612.432627 76.461 102.9622
1624.116978 76.488 97.6968
1635.886000 76.368 92.6187
1647.740304 76.132 87.9387
1659.680509 75.801 83.8137
1671.707238 75.395 80.3635
1683.821118 74.943 77.6135
1696.022780 74.472 75.5234
1708.312860 73.997 74.0779
1720.692000 73.519 73.2854
1733.160843 73.031 73.2527
1745.720041 72.558 73.9810
1758.370248 72.142 75.0989
1771.112124 71.799 76.2708
1783.946332 71.530 77.5476
1796.873543 71.345 79.0791
1809.894429 71.254 80.7734
1823.009670 71.232 82.5664
1836.219950 71.230 84.8455
1849.525956 71.230 88.4910
1862.928384 71.267 94.1191
1876.427931 71.380 101.2368
1890.025301 71.582 108.0371
1903.721204 71.864 112.6194
1917.516352 72.212 114.6597
1931.411466 72.598 114.8330
1945.407270 72.984 113.8792
1959.504493 73.334 112.3596
1973.703870 73.640 110.6560
1988.006142 73.933 108.9668
2002.412054 74.256 107.1746
2016.922357 74.604 104.9487
2031.537808 74.921 102.0808
