* Measurement data measured by REW V5.31.3
* Source: Umik-1  Gain: 18dB, , L, volume: no control. Timing signal peak level -40.9 dBFS, measurement signal peak level -33.5 dBFS
* Format: 512k Log Swept Sine, 1 sweep at -12.0 dBFS using an acoustic timing reference
* Dated: Jul 7, 2026 3:57:39 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: droite 10 gauche 11 Delay -0.0840 ms (-29 mm, -1.13 in) using estimated IR delay relative to Acoustic reference played from  L with no timing offset
* Measurement: L+R retour sans eq Jul 7
* Smoothing: 1/12 octave
* Frequency Step: 96 ppo
* Start Frequency: 20.141602 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
663.417457 77.887 -1.3602
668.224854 78.232 -5.0748
673.067086 78.498 -9.5212
677.944408 78.647 -14.5093
682.857073 78.653 -19.8076
687.805336 78.514 -25.1433
692.789457 78.246 -30.2980
697.809695 77.876 -35.2047
702.866312 77.403 -39.8417
707.959571 76.802 -43.9714
713.089738 76.053 -47.0562
718.257080 75.182 -48.5692
723.461867 74.263 -48.5168
728.704370 73.368 -47.5394
733.984862 72.529 -46.1448
739.303619 71.755 -43.9224
744.660918 71.099 -39.7316
750.057038 70.693 -32.9016
755.492260 70.666 -24.9238
760.966869 71.002 -18.9517
766.481148 71.521 -16.8153
772.035387 72.006 -18.2646
777.629873 72.311 -22.0135
783.264900 72.411 -26.1561
788.940760 72.404 -27.4463
794.657750 72.493 -16.1675
800.416168 72.914 33.6060
806.216313 73.789 67.1908
812.058489 75.037 72.5934
817.943000 76.458 70.5629
823.870152 77.859 65.6514
829.840255 79.111 58.9320
835.853619 80.144 50.9309
841.910559 80.941 42.1603
848.011390 81.513 33.0652
854.156430 81.872 23.9420
860.346000 82.018 15.0339
866.580422 81.950 6.6550
872.860020 81.678 -0.7944
879.185124 81.242 -6.8901
885.556062 80.716 -11.3751
891.973166 80.193 -14.4451
898.436771 79.739 -16.7140
904.947215 79.356 -18.5967
911.504835 79.032 -19.8639
918.109975 78.809 -19.9612
924.762978 78.788 -18.7620
931.464192 79.026 -17.1206
938.213966 79.454 -16.5847
945.012651 79.899 -18.2029
951.860602 80.198 -21.8198
958.758176 80.263 -26.4965
965.705733 80.095 -31.1862
972.703635 79.756 -35.0831
979.752246 79.354 -37.7577
986.851935 79.018 -39.2950
994.003071 78.839 -40.2930
1001.206027 78.816 -41.6187
1008.461179 78.849 -43.8959
1015.768904 78.809 -47.0984
1023.129584 78.621 -50.6782
1030.543603 78.287 -54.0327
1038.011347 77.860 -56.7936
1045.533205 77.408 -58.8502
1053.109569 76.993 -60.3276
1060.740836 76.650 -61.5638
1068.427401 76.365 -62.9213
1076.169666 76.092 -64.5048
1083.968035 75.792 -66.1334
1091.822915 75.460 -67.5581
1099.734713 75.114 -68.5652
1107.703844 74.783 -68.9641
1115.730723 74.516 -68.6348
1123.815768 74.380 -67.7213
1131.959400 74.424 -66.8811
1140.162045 74.626 -67.1035
1148.424129 74.891 -69.0183
1156.746083 75.116 -72.6023
1165.128342 75.244 -77.4646
1173.571343 75.280 -83.2026
1182.075524 75.266 -89.6577
1190.641331 75.235 -96.9797
1199.269209 75.171 -105.4990
1207.959608 75.022 -115.4795
1216.712981 74.771 -127.1082
1225.529785 74.480 -141.4238
1234.410479 74.269 -169.5493
1243.355526 74.236 50.2231
1252.365393 74.373 23.3064
1261.440549 74.564 8.6667
1270.581467 74.666 -3.7314
1279.788624 74.591 -14.8091
1289.062500 74.316 -24.5801
1298.403578 73.846 -32.8665
1307.812346 73.198 -39.2849
1317.289293 72.425 -43.1746
1326.834914 71.647 -43.7417
1336.449707 71.054 -40.4099
1346.134173 70.835 -33.5269
1355.888816 71.064 -24.6550
1365.714145 71.681 -15.3564
1375.610673 72.558 -6.7773
1385.578915 73.563 -0.3716
1395.619391 74.581 2.5020
1405.732624 75.517 1.5132
1415.919142 76.309 -2.4250
1426.179476 76.928 -8.0427
1436.514160 77.367 -14.3367
1446.923734 77.633 -20.5764
1457.408740 77.755 -26.1533
1467.969724 77.792 -30.6528
1478.607238 77.811 -34.0662
1489.321836 77.834 -36.9219
1500.114076 77.821 -39.7471
1510.984521 77.730 -42.3147
1521.933737 77.594 -43.8972
1532.962297 77.518 -44.1909
1544.070773 77.581 -43.8711
1555.259747 77.767 -44.1860
1566.529800 77.990 -45.8911
1577.881521 78.190 -48.7930
1589.315501 78.373 -52.4392
1600.832336 78.557 -56.6667
1612.432627 78.738 -61.5278
1624.116978 78.881 -67.0454
1635.886000 78.927 -73.2004
1647.740304 78.802 -79.8025
1659.680509 78.441 -86.3035
1671.707238 77.821 -91.8442
1683.821118 76.963 -95.3621
1696.022780 75.960 -95.7026
1708.312860 74.982 -91.5840
1720.692000 74.272 -82.3521
1733.160843 74.037 -70.5276
1745.720041 74.277 -61.4514
1758.370248 74.774 -57.7927
1771.112124 75.273 -58.5430
1783.946332 75.605 -61.7505
1796.873543 75.719 -65.7158
1809.894429 75.662 -69.2329
1823.009670 75.545 -71.7498
1836.219950 75.480 -73.3411
1849.525956 75.529 -74.3044
1862.928384 75.708 -74.6609
1876.427931 76.003 -74.2256
1890.025301 76.384 -73.1323
1903.721204 76.793 -72.4841
1917.516352 77.124 -73.7146
